ID,DocumentID,Type,Year,Title,Submitted By,Category
ATCM40_ip152_rev1_e.docx,726,ip,2017,"Tracking Antarctica - A WWF report on the state of Antarctica and the Southern Ocean
",ASOC,Climate change
ATCM40_ip153_e.docx,727,ip,2017,Considerations for the systematic expansion of the protected areas network,ASOC,Area Management and protection plans: General
ATCM40_ip154_e.docx,728,ip,2017,MADICE –Joint Initiative of Scientific Programme at CDML by India and Norway ,"India, Norway",Science issues
ATCM40_ip155_e.docx,729,ip,2017,"Creating spaces of collaboration: Meeting of Administrators of Latin American Antarctic Programs
","Peru, Argentina, Brazil, Chile, Ecuador, Uruguay",Science issues
ATCM40_ip156_e.docx,730,ip,2017,Greening of established infrastructure and logistics in Antarctica,Norway,Safety and Operations in antarctica
ATCM40_ip157_e.docx,731,ip,2017,Committee for Environmental Protection (CEP): summary of activities during the 2016/17 intersessional period,Australia,Operation of CEP
ATCM40_ip158_rev2_e.docx,732,ip,2017,Report of the Depositary Government of the Antarctic Treaty and its Protocol in accordance with Recommendation XIII-2,United States,Operation of antarctic treaty system: Reports
ATCM40_ip159_e.docx,733,ip,2017,Decarbonizing Antarctic Operations,ASOC,Safety and Operations in antarctica
ATCM40_ip160_e.docx,734,ip,2017,Maritime Antarctic tourism through Ushuaia: from the beginning of the activity to present times,Argentina,Tourism and NG activities
ATCM40_ip161_e.docx,735,ip,2017,What does the United Nations Paris Climate Agreement mean for Antarctica?,SCAR,Science issues
ATCM40_ip162_e.docx,736,ip,2017,Report of the International Association of Antarctica Tour Operators 2016-17,IAATO,Operation of antarctic treaty system: Reports
ATCM40_ip163_rev1_e.docx,737,ip,2017,IAATO Overview of Antarctic Tourism: 2016-17 Season and Preliminary Estimates for 2017-18,IAATO,Tourism and NG activities
ATCM40_ip164_e.docx,738,ip,2017,"Report on IAATO Operator Use of Antarctic Peninsula Landing Sites and ATCM Visitor Site Guidelines, 2016-17 Season",IAATO,Site guidelines for visitors
ATCM40_ip164_e.docx,738,ip,2017,"Report on IAATO Operator Use of Antarctic Peninsula Landing Sites and ATCM Visitor Site Guidelines, 2016-17 Season",IAATO,Tourism and NG activities
ATCM40_ip165_e.docx,739,ip,2017,Document Withdrawn,South Africa,Tourism and NG activities
ATCM40_ip166_e.docx,740,ip,2017,Systematic Conservation Plan for the Antarctic Peninsula ,"SCAR, IAATO",Area Management and protection plans: General
ATCM40_ip166_e.docx,740,ip,2017,Systematic Conservation Plan for the Antarctic Peninsula ,"SCAR, IAATO",Tourism and NG activities
ATCM40_ip167_e.docx,741,ip,2017,New IAATO Guidelines for Submersibles and Remote Operated Vehicle activities,IAATO,Safety and Operations in antarctica
ATCM40_ip167_e.docx,741,ip,2017,New IAATO Guidelines for Submersibles and Remote Operated Vehicle activities,IAATO,Tourism and NG activities
ATCM40_ip168_e.docx,742,ip,2017,An Update on Status and Trends Biological Prospecting in Antarctica and Recent Policy Developments at the International Level,Netherlands,Biological Prospecting
ATCM40_ip169_e.docx,743,ip,2017,Statement by Iceland,Iceland,Operation of the antarctic treaty system: General
ATCM40_ip170_e.docx,744,ip,2017,The Kazakh Geographical Society,Kazakhstan,Science issues
ATCM40_ip171_e.docx,745,ip,2017,Romanian Antarctic Education and Outreach Activities during 2015‐2017,Romania,Educational issues
ATCM40_ip172_e.docx,746,ip,2017,"Cooperation of Romania with Australia, China, India and Russian Federation within ASMA No. 6 Larsemann Hills, East Antarctica
",Romania,Science issues
ATCM40_ip173_e.docx,747,ip,2017,"Cooperation of Romania with Argentina in Antarctica – Romanian RONARE 2017 Expedition in cooperation with Argentina
",Romania,Science issues
ATCM40_ip174_e.docx,748,ip,2017,Report from Asian Forum for Polar Sciences to the ATCM XL,China,Science issues
ATCM40_ip175_rev2_e.docx,749,ip,2017,"Chair’s Summary of the Special Meeting “Our Antarctica: Protection and Utilisation”
",China,Operation of the antarctic treaty system: General
ATCM39_ip001_e.docx,750,ip,2016,"Reinstalling the memorial plaque of ""Le Pourquoi Pas?"" on Petermann Island (Charcot’s cairn 1909, HSM 27)
","France, IAATO",Historic sites and monuments
ATCM39_ip001_e.docx,750,ip,2016,"Reinstalling the memorial plaque of ""Le Pourquoi Pas?"" on Petermann Island (Charcot’s cairn 1909, HSM 27)
","France, IAATO",Tourism and NG activities
ATCM39_ip002_e.docx,751,ip,2016,"Report by the Depositary Government for the Convention for the Conservation of Antarctic Seals (CCAS) in Accordance with Recommendation XIII-2, Paragraph 2(D)",United Kingdom,Operation of antarctic treaty system: Reports
ATCM39_ip003_e.docx,752,ip,2016,Application of air dispersion modeling for impact assessment of construction/operation activities in Antarctica,Belarus,Enviromental impact assessment(EIA): other EIA matters
ATCM39_ip004_e.docx,753,ip,2016,Report by the International Hydrographic Organization (IHO),IHO,Operation of antarctic treaty system: Reports
ATCM39_ip005_e.docx,754,ip,2016,Report by the CCAMLR Observer to the Thirty-ninth Antarctic Treaty Consultative Meeting,CCAMLR,Operation of antarctic treaty system: Reports
ATCM39_ip006_e.docx,755,ip,2016,"Report by the SC-CAMLR Observer to the nineteenth meeting of the Committee for Environmental Protection
",CCAMLR,Cooperation with other organization
ATCM39_ip007_e.docx,756,ip,2016,POLAR WEEKS: an Education and Outreach activity to promote Antarctic science and the Antarctic Treaty System ,"Portugal, Brazil, Bulgaria, France, United Kingdom",Educational issues
ATCM39_ip008_e.docx,757,ip,2016,Assessment of trace element contamination within the Antarctic Treaty area,"Portugal, Chile, Germany, Russian Federation, United Kingdom",Enviromental monitoring and reporting
ATCM39_ip008_e.docx,757,ip,2016,Assessment of trace element contamination within the Antarctic Treaty area,"Portugal, Chile, Germany, Russian Federation, United Kingdom",Science issues
ATCM39_ip009_e.docx,758,ip,2016,25th Anniversary of the Protocol on Environmental Protection to the Antarctic Treaty: South African Accomplishments,South Africa,Enviromental protection general
ATCM39_ip010_e.docx,759,ip,2016,Annual Report for 2015/16 of the Council of Managers of National Antarctic Programs (COMNAP),COMNAP,Cooperation with other organization
ATCM39_ip010_e.docx,759,ip,2016,Annual Report for 2015/16 of the Council of Managers of National Antarctic Programs (COMNAP),COMNAP,Operation of antarctic treaty system: Reports
ATCM39_ip011_e.docx,760,ip,2016,WMO Annual Report 2015-2016,WMO,Operation of antarctic treaty system: Reports
ATCM39_ip012_e.docx,761,ip,2016,WMO Climate-related Activities in the Antarctic Region,WMO,Climate change
ATCM39_ip013_e.docx,762,ip,2016,The Polar Challenge: towards a new paradigm for long-term under-ice observations,WMO,Science issues
ATCM39_ip014_e.docx,763,ip,2016,"Polar Regional Climate Centres and Polar Climate Outlook Fora (PRCC – PCOF)
",WMO,Science issues
ATCM39_ip015_e.docx,764,ip,2016,The Year of Polar Prediction,WMO,Cooperation with other organization
ATCM39_ip015_e.docx,764,ip,2016,The Year of Polar Prediction,WMO,Science issues
ATCM39_ip020_e.docx,765,ip,2016,"The Scientific Committee on Antarctic Research (SCAR) Annual Report 2015/16 to the Antarctic Treaty System
",SCAR,Cooperation with other organization
ATCM39_ip020_e.docx,765,ip,2016,"The Scientific Committee on Antarctic Research (SCAR) Annual Report 2015/16 to the Antarctic Treaty System
",SCAR,Operation of antarctic treaty system: Reports
ATCM39_ip021_e.docx,766,ip,2016,Report from Asian Forum of Polar Sciences to the ATCM XXXIX,Korea (ROK),Operation of antarctic treaty system: Reports
ATCM39_ip021_e.docx,766,ip,2016,Report from Asian Forum of Polar Sciences to the ATCM XXXIX,Korea (ROK),Science issues
ATCM39_ip022_e.docx,767,ip,2016,Formation of Belarusian Antarctic infrastructure – modern state and prospects,Belarus,Safety and Operations in antarctica
ATCM39_ip026_e.docx,768,ip,2016,"POLAR.POD: Observatory of the Southern Ocean - An unprecedented international maritime exploration and data exchange
",France,Science issues
ATCM39_ip027_e.docx,769,ip,2016,Introduction of biofouling organisms to Antarctica on vessel hulls,United Kingdom,Non-native species and quarantine
ATCM39_ip029_e.docx,770,ip,2016,The experience of a joint Ukrainian-Turkish Expedition to the Antarctic Vernadsky Station in 2016,"Ukraine, Türkiye",Science issues
ATCM39_ip030_e.docx,771,ip,2016,"Modernisation of GONDWANA-Station, Terra Nova Bay, northern Victoria Land",Germany,Enviromental impact assessment(EIA): other EIA matters
ATCM39_ip030_e.docx,771,ip,2016,"Modernisation of GONDWANA-Station, Terra Nova Bay, northern Victoria Land",Germany,Safety and Operations in antarctica
ATCM39_ip031_e.docx,772,ip,2016,"Antarctic Geoconservation: a review of current systems and practices
",SCAR,Area Management and protection plans: General
ATCM39_ip032_e.docx,773,ip,2016,Report on the 2015-2016 activities of the Southern Ocean Observing System (SOOS),SCAR,Enviromental monitoring and reporting
ATCM39_ip032_e.docx,773,ip,2016,Report on the 2015-2016 activities of the Southern Ocean Observing System (SOOS),SCAR,Science issues
ATCM39_ip033_e.docx,774,ip,2016,"Amundsen-Scott South Pole Station, South Pole Antarctica Specially Managed Area (ASMA No. 5) 2016 Management Report","United States, Norway",Management Plans
ATCM39_ip034_e.docx,775,ip,2016,The Antarctic Observing Network (AntON) to facilitate weather and climate information,"SCAR, WMO",Cooperation with other organization
ATCM39_ip034_e.docx,775,ip,2016,The Antarctic Observing Network (AntON) to facilitate weather and climate information,"SCAR, WMO",Science issues
ATCM39_ip035_e.docx,776,ip,2016,"Antarctic Climate Change and the Environment 2016 Update
",SCAR,Climate change
ATCM39_ip036_e.docx,777,ip,2016,Antarctic Tourism Study: Analysis and Enhancement of the Legal Framework,Germany,Tourism and NG activities
ATCM39_ip037_e.docx,778,ip,2016,Search and Rescue (SAR) Initiatives Affecting Antarctica,United States,Safety and Operations in antarctica
ATCM39_ip038_e.docx,779,ip,2016,Antarctica and the Southern Ocean in the context of the Strategic Plan on Biodiversity 2011-2020,"Monaco, SCAR",Fauna and flora general
ATCM39_ip039_e.docx,780,ip,2016,Inspections of Antarctic Specially Protected Areas in the Ross Sea and Antarctic Peninsula Regions by the United States Antarctic Program,United States,Area Management and protection plans: General
ATCM39_ip040_e.docx,781,ip,2016,United Kingdom’s Antarctic Science: Summary of British Antarctic Survey Science Priorities 2016-20 ,United Kingdom,Science issues
ATCM39_ip041_e.docx,782,ip,2016,The Future of Antarctica Forum,"United Kingdom, Argentina, ASOC, IAATO",Climate change
ATCM39_ip042_e.docx,783,ip,2016,Report of the Depositary Government of the Antarctic Treaty and its Protocol in accordance with Recommendation XIII-2,United States,Operation of antarctic treaty system: Reports
ATCM39_ip043_e.docx,784,ip,2016,Report of the Depositary Government for the Agreement on the Conservation of Albatrosses and Petrels (ACAP),Australia,Operation of antarctic treaty system: Reports
ATCM39_ip044_e.docx,785,ip,2016,Report of the Depositary Government for the Convention on the Conservation of Antarctic Marine Living Resources (CAMLR),Australia,Operation of antarctic treaty system: Reports
ATCM39_ip045_e.docx,786,ip,2016,"Renovation of the King Sejong Korean Antarctic Station on King George Island, South Shetland Islands",Korea (ROK),Enviromental impact assessment(EIA): other EIA matters
ATCM39_ip047_e.docx,787,ip,2016,Upgrade of the SANAE IV Base Systems,South Africa,Operational issues
ATCM39_ip047_e.docx,787,ip,2016,Upgrade of the SANAE IV Base Systems,South Africa,Safety and Operations in antarctica
ATCM39_ip048_e.docx,788,ip,2016,"Report of the Antarctic Treaty Inspections undertaken by the People’s Republic of China in accordance with Article VII of the Antarctic Treaty and Article 14 of the Environmental Protocol: April 2016
",China,Inspections
ATCM39_ip051_e.docx,789,ip,2016,COMNAP Antarctic Roadmap Challenges (ARC) Project Outcomes,COMNAP,Science issues
ATCM39_ip052_e.docx,790,ip,2016,COMNAP Search & Rescue (SAR) Workshop III,COMNAP,Safety and Operations in antarctica
ATCM39_ip053_e.docx,791,ip,2016,A tool to support regional-scale environmental management,New Zealand,Enviromental impact assessment(EIA): other EIA matters
ATCM39_ip054_e.docx,792,ip,2016,Australian Antarctic Science Programme: highlights of the 2015/16 season,Australia,Science issues
ATCM39_ip055_e.docx,793,ip,2016,Belgian Antarctic Research Expedition BELARE 2015-2016,Belgium,Science issues
ATCM39_ip056_e.docx,794,ip,2016,Developing a blue ice runway at Romnoes in Dronning Maud Land ,Belgium,Enviromental impact assessment(EIA): other EIA matters
ATCM39_ip056_e.docx,794,ip,2016,Developing a blue ice runway at Romnoes in Dronning Maud Land ,Belgium,Tourism and NG activities
ATCM39_ip057_e.docx,795,ip,2016,Monitoring for the presence of Poa pratensis at Cierva Point after the eradication,"Spain, United Kingdom, Argentina",Non-native species and quarantine
ATCM39_ip058_e.docx,796,ip,2016,"The Initial Responses to the Comments on the Draft Comprehensive Environmental Evaluation for the construction and operation of a gravel runway in the area of Mario Zucchelli Station, Terra Nova Bay, Antarctica",Italy,Comprehensive enviromental evaluation
ATCM39_ip059_e.docx,797,ip,2016,UAV remote sensing of environmental changes on King George Island (South Shetland Islands): update on the results of the second field season 2015/2016,Poland,Enviromental impact assessment(EIA): other EIA matters
ATCM39_ip060_e.docx,798,ip,2016,"Next step in eradication of non-native grass Poa annua L. from ASPA No 128 Western Shore of Admiralty Bay, King George Island, South Shetland Islands",Poland,Non-native species and quarantine
ATCM39_ip061_e.docx,799,ip,2016,"Initial Environmental Evaluation for the extension to the Boulder Clay site of the access road to Enigma Lake, Mario Zucchelli Station, Terra Nova Bay, Victoria Land, Antarctica",Italy,Comprehensive enviromental evaluation
ATCM39_ip062_e.docx,800,ip,2016,National Antarctic Programme use of locations with Visitor Site Guidelines in 2015-16,"United Kingdom, Argentina, Australia, United States",Site guidelines for visitors
ATCM39_ip063_e.docx,801,ip,2016,Malaysia’s Activities and Achievements in Antarctic Research and Diplomacy,Malaysia,Science issues
ATCM39_ip064_e.docx,802,ip,2016,Report on the activities of the Integrating Climate and Ecosystem Dynamics in the Southern Ocean (ICED) programme,United Kingdom,Climate change
ATCM39_ip065_e.docx,803,ip,2016,The relevance of the MPA designation process in Domain 1 in the current climate change context,"Argentina, Chile",Marine protected areas
ATCM39_ip066_e.docx,804,ip,2016,Solution of the problem of influence of Freon clathrate hydrates in the drilling fluid on lake water purity in the deep borehole at the Russian Vostok station,Russian Federation,Science issues
ATCM39_ip067_e.docx,805,ip,2016,Russian initiative on declaring 2020 the Year of Antarctica,Russian Federation,Educational issues
ATCM39_ip068_e.docx,806,ip,2016,Russian hydrographic studies in the Southern Ocean in the season 2015-2016,Russian Federation,Safety and Operations in antarctica
ATCM39_ip069_e.docx,807,ip,2016,Preconditions for adopting the Protocol on Environmental Protection to the Antarctic Treaty,Russian Federation,Enviromental protection general
ATCM39_ip070_e.docx,808,ip,2016,Current Russian results of studies of climate variability at present and in the past,Russian Federation,Science issues
ATCM39_ip071_e.docx,809,ip,2016,Present zoological study at Mirny station area and at ASPA No 127 “Haswell Island” (2011–2015),Russian Federation,Management Plans
ATCM39_ip072_e.docx,810,ip,2016,Report of the Joint Inspections’ Program undertaken by Argentina and Chile under Article VII of the Antarctic Treaty and Article 14 of the Environmental Protocol,"Argentina, Chile",Inspections
ATCM39_ip073_e.docx,811,ip,2016,XXXIV Antarctic Operation,Brazil,Exchange of information
ATCM39_ip074_e.docx,812,ip,2016,Regulations and procedures for vessels  proceeding to Antarctica,Brazil,Exchange of information
ATCM39_ip075_e.docx,813,ip,2016,Reconstruction and Launch of the Foundation Stone of the New Brazilian Station in Antarctica,Brazil,Exchange of information
ATCM39_ip076_e.docx,814,ip,2016,Environmental Remediation in Antarctica,Brazil,Repair and remediation of enviromental damage
ATCM39_ip077_e.docx,815,ip,2016,"Introduction from Co-Conveners of the Joint CEP/SC-CAMLR Workshop (Punta Arenas, Chile, 19-20 May 2016)
","United Kingdom, United States",Cooperation with other organization
ATCM39_ip078_e.docx,816,ip,2016,"Antarctic Climate Change, Ice Sheet Dynamics and Irreversible Thresholds: ATCM Contributions to the IPCC and Policy Understanding",ASOC,Climate change
ATCM39_ip079_e.docx,817,ip,2016,An Unprecedented Achievement: 25 Years of the Environmental Protocol,ASOC,Operation of the antarctic treaty system: General
ATCM39_ip080_e.docx,818,ip,2016,A Systematic Approach to Designating ASPAs and ASMAs,ASOC,Area Management and protection plans: General
ATCM39_ip081_e.docx,819,ip,2016,Antarctic Climate Change Report Card,ASOC,Climate change
ATCM39_ip082_e.docx,820,ip,2016,Progress on the Polar Code,ASOC,Safety and Operations in antarctica
ATCM39_ip083_e.docx,821,ip,2016,ASOC's update on Marine Protected Areas in the Southern Ocean,ASOC,Marine protected areas
ATCM39_ip087_e.docx,822,ip,2016,"Educational Program ""Polar Scientist for a Day"": opening an Antarctic Laboratory for the children",Chile,Educational issues
ATCM39_ip088_e.docx,823,ip,2016,Antarctic Dialogues Chile-Bulgaria: Art and Culture,"Bulgaria, Chile",Educational issues
ATCM39_ip089_e.docx,824,ip,2016,Antarctic stories: a seed of identity,Chile,Educational issues
ATCM39_ip090_e.docx,825,ip,2016,New educational map of Antarctica using Augmented Reality,Chile,Educational issues
ATCM39_ip091_e.docx,826,ip,2016,Ilaia. Information for international collaboration beyond the South,Chile,Science issues
ATCM39_ip093_e.docx,827,ip,2016,Chilean Aids to Navigation in the Antarctic Peninsula,Chile,Safety and Operations in antarctica
ATCM39_ip094_e.docx,828,ip,2016,"Search and Rescue Cases in the Antarctic Peninsula Area Season 2015/2016  Chile
",Chile,Safety and Operations in antarctica
ATCM39_ip095_e.docx,829,ip,2016,Guides and Recommendations made by Chile for Diving Activities in the Antarctica,Chile,Safety and Operations in antarctica
ATCM39_ip097_e.docx,830,ip,2016,"Cooperation of the Hydrographic and Oceanographic Service of the Chilean Navy (SHOA) in the Manufacturing of Nautical Cartography in the Antarctic Area  (Program 2010-2020)
",Chile,Safety and Operations in antarctica
ATCM39_ip099_e.docx,831,ip,2016,"EAE & JASE Expedición Antártica Escolar / Joint Antarctic School Expedition
","Chile, United States",Educational issues
ATCM39_ip101_e.docx,832,ip,2016,Analysis of Management Measures of the Tourism Management Policy for Brown Scientific Station,Argentina,Site guidelines for visitors
ATCM39_ip101_e.docx,832,ip,2016,Analysis of Management Measures of the Tourism Management Policy for Brown Scientific Station,Argentina,Tourism and NG activities
ATCM39_ip102_e.docx,833,ip,2016,"Rethinking Antarctic Treaty inspections; patterns, uses and scopes for improvements",Korea (ROK),Inspections
ATCM39_ip103_e.docx,834,ip,2016,Report of the International Association of Antarctica Tour Operators 2015-16,IAATO,Operation of antarctic treaty system: Reports
ATCM39_ip105_e.docx,835,ip,2016,"Report on IAATO Operator Use of Antarctic Peninsula Landing Sites and ATCM Visitor Site Guidelines, 2015-16 Season",IAATO,Site guidelines for visitors
ATCM39_ip105_e.docx,835,ip,2016,"Report on IAATO Operator Use of Antarctic Peninsula Landing Sites and ATCM Visitor Site Guidelines, 2015-16 Season",IAATO,Tourism and NG activities
ATCM39_ip106_e.docx,836,ip,2016,Towards Developing a Strategic Approach to Environmentally Managed Tourism and Non-governmental Activities: an industry perspective,IAATO,Tourism and NG activities
ATCM39_ip107_e.docx,837,ip,2016,How to be a Responsible Antarctic Visitor: IAATO’s New Animated Briefings ,IAATO,Fauna and flora general
ATCM39_ip107_e.docx,837,ip,2016,How to be a Responsible Antarctic Visitor: IAATO’s New Animated Briefings ,IAATO,Tourism and NG activities
ATCM39_ip108_e.docx,838,ip,2016,Report on Antarctic tourist flows and cruise ships operating in Ushuaia during the 2015/2016 Austral summer season,Argentina,Tourism and NG activities
ATCM39_ip109_e.docx,839,ip,2016,"XVIII Combined Antarctic Naval Patrol 2015-2016
","Argentina, Chile",Safety and Operations in antarctica
ATCM39_ip111_e.docx,840,ip,2016,Australian Antarctic Strategy and 20 Year Action Plan,Australia,Science issues
ATCM39_ip112_e.docx,841,ip,2016,IAATO Overview of Antarctic Tourism: 2015-16 Season and Preliminary Estimates for 2016-17,IAATO,Tourism and NG activities
ATCM39_ip113_e.docx,842,ip,2016,Recent findings from monitoring work in ASPA 142 Svarthamaren,Norway,Area Management and protection plans: General
ATCM39_ip114_e.docx,843,ip,2016,Areas of tourist interest in the Antarctic Peninsula and South Orkney Islands region. 2015/2016 austral summer season,Argentina,Tourism and NG activities
ATCM39_ip115_e.docx,844,ip,2016,Committee for Environmental Protection (CEP): summary of activities during the 2015/16 intersessional period,Australia,Operation of CEP
ATCM39_ip116_e.docx,845,ip,2016,Recent Findings of IPCC on Antarctic Climate Change and Relevant Upcoming Activities,IPCC,Climate change
ATCM39_ip116_e.docx,845,ip,2016,Recent Findings of IPCC on Antarctic Climate Change and Relevant Upcoming Activities,IPCC,Operation of antarctic treaty system: Reports
ATCM39_ip117_e.docx,846,ip,2016,"Japan’s Antarctic Research Highlights 2015–16
",Japan,Science issues
ATCM39_ip118_e.docx,847,ip,2016,IAATO Assessing New Activities Checklist,IAATO,Tourism and NG activities
ATCM39_ip119_e.docx,848,ip,2016,IAATO Procedures Upon the Discovery of a High Mortality Event,IAATO,Non-native species and quarantine
ATCM39_ip120_e.docx,849,ip,2016,IAATO Policies on the Use of Unmanned Aerial Vehicles (UAVs) in Antarctica: Update for the 2016/17 Season,IAATO,Enviromental impact assessment(EIA): other EIA matters
ATCM39_ip123_e.docx,850,ip,2016,Report of the Antarctic and Southern Ocean Coalition,ASOC,Operation of antarctic treaty system: Reports
ATCM39_ip124_rev1_e.docx,851,ip,2016,Proposal for a Cooperation of Romania with Argentina and Australia in Antarctica,Romania,Science issues
ATCM39_ip125_rev1_e.docx,852,ip,2016,Prospectives of Romania cooperation with Australia in Antarctica,Romania,Science issues
ATCM38_ip001_e.docx,853,ip,2015,"Report by the CCAMLR Observer to the Thirty-eighth Antarctic Treaty Consultative Meeting
",CCAMLR,Operation of antarctic treaty system: Reports
ATCM38_ip002_e.docx,854,ip,2015,Workshop on Education and Outreach - Portugal’s Antarctic Education and Outreach Activities,Portugal,Educational issues
ATCM38_ip003_e.docx,855,ip,2015,Portugal’s Antarctic Science and Policy Activities: a Review,Portugal,Science issues
ATCM38_ip004_e.docx,856,ip,2015,"Special WG on Competent Authorities issues: Summary of the United Kingdom’s Antarctic Permitting Process 
",United Kingdom,Tourism and NG activities
ATCM38_ip005_e.docx,857,ip,2015,"Report by the Depositary Government for the Convention for the Conservation of Antarctic Seals (CCAS) in Accordance with Recommendation XIII-2, Paragraph 2(D)",United Kingdom,Operation of antarctic treaty system: Reports
ATCM38_ip006_rev1_e.docx,858,ip,2015,"Special WG on Competent Authorities issues: Summary of Japan’s Certification Process of Antarctic Activity
",Japan,Tourism and NG activities
ATCM38_ip007_e.docx,859,ip,2015,Activity of the Republic of Belarus in Antarctica in 2007–2014 and Today,Belarus,Operation of antarctic treaty system: Reports
ATCM38_ip008_e.docx,860,ip,2015,The Annual Report for 2014/15 of the Council of Managers of National Antarctic Programs (COMNAP),COMNAP,Cooperation with other organization
ATCM38_ip008_e.docx,860,ip,2015,The Annual Report for 2014/15 of the Council of Managers of National Antarctic Programs (COMNAP),COMNAP,Operation of antarctic treaty system: Reports
ATCM38_ip009_rev1_e.docx,861,ip,2015,Workshop on Education and Outreach - Making an Impact: National Antarctic Program Activities which Facilitate Education and Outreach,COMNAP,Educational issues
ATCM38_ip010_e.docx,862,ip,2015,"The concept of ""outstanding values"" in the marine environment under Annex V of the Protocol",Belgium,Marine protected areas
ATCM38_ip011_e.docx,863,ip,2015,Antarctic Environmental Portal content development and editorial process,"Australia, Belgium, New Zealand, Norway, SCAR",CEP strategy discussions
ATCM38_ip012_e.docx,864,ip,2015,Report by the SC-CAMLR Observer ,CCAMLR,Cooperation with other organization
ATCM38_ip013_e.docx,865,ip,2015,Supporting Images for Working Paper: Ross Sea Heritage Restoration Project: A model for conserving heritage values in Antarctic Specially Protected Areas,New Zealand,Historic sites and monuments
ATCM38_ip014_e.docx,866,ip,2015,Research Activity Report. Czech Antarctic Expedition to James Ross Island Jan-Feb 2015,Czechia,Science issues
ATCM38_ip015_e.docx,867,ip,2015,"Proposed routes for all-terrain vehicles based on impact on deglaciated area of James Ross Island 
",Czechia,Enviromental impact assessment(EIA): other EIA matters
ATCM38_ip015_e.docx,867,ip,2015,"Proposed routes for all-terrain vehicles based on impact on deglaciated area of James Ross Island 
",Czechia,Science issues
ATCM38_ip016_e.docx,868,ip,2015,Bioremediation on the Brazilian Antarctic Station area,Brazil,Repair and remediation of enviromental damage
ATCM38_ip017_e.docx,869,ip,2015,Workshop on Education and Outreach - APECS-Brazil E&O activities during the XXXVII Antarctic Treaty Consultative Meeting (ATCM) ,Brazil,Educational issues
ATCM38_ip018_e.docx,870,ip,2015,Workshop on Education and Outreach - Cultural Contest - “Brasil in Antarctica”,Brazil,Educational issues
ATCM38_ip019_rev1_e.docx,871,ip,2015,"The Scientific Committee on Antarctic Research (SCAR) Annual Report 2014/15
",SCAR,Cooperation with other organization
ATCM38_ip019_rev1_e.docx,871,ip,2015,"The Scientific Committee on Antarctic Research (SCAR) Annual Report 2014/15
",SCAR,Operation of antarctic treaty system: Reports
ATCM38_ip020_e.docx,872,ip,2015,Outcomes of the 1st SCAR Antarctic and Southern Ocean Science Horizon Scan,SCAR,Science issues
ATCM38_ip021_e.docx,873,ip,2015,Report of the Depositary Government for the Agreement on the Conservation of Albatrosses and Petrels (ACAP),Australia,Operation of antarctic treaty system: Reports
ATCM38_ip022_e.docx,874,ip,2015,Report of the Depositary Government for the Convention on the Conservation of Antarctic Marine Living Resources (CCAMLR),Australia,Operation of antarctic treaty system: Reports
ATCM38_ip023_e.docx,875,ip,2015,First Colombian Scientific Expedition to Antarctica 2014/2015,Colombia,Science issues
ATCM38_ip024_e.docx,876,ip,2015,"Code of Conduct for Activities  within Terrestrial Geothermal Environments in Antarctica
","New Zealand, Spain, United Kingdom, United States",Area Management and protection plans: General
ATCM38_ip025_e.docx,877,ip,2015,Finland’s Antarctic Research Strategy 2014,Finland,Science issues
ATCM38_ip026_e.docx,878,ip,2015,Antarctic Scientific Agenda of Colombia  2014 - 2035,Colombia,Science issues
ATCM38_ip027_e.docx,879,ip,2015,Important Bird Areas (IBAs) in Antarctica,"Australia, New Zealand, Norway, United Kingdom, United States",Fauna and flora general
ATCM38_ip028_e.docx,880,ip,2015,Contribution of Colombia to the Maritime Safety in Antarctica,Colombia,Safety and Operations in antarctica
ATCM38_ip029_e.docx,881,ip,2015,"The successful eradication of Poa pratensis from Cierva Point, Danco Coast, Antarctic Peninsula","Argentina, Spain, United Kingdom",Non-native species and quarantine
ATCM38_ip030_e.docx,882,ip,2015,"Japan’s Antarctic Research Highlights 2014–15
",Japan,Science issues
ATCM38_ip031_e.docx,883,ip,2015,"Workshop on Education and Outreach - UK’s Antarctic Education and Public Engagement Programmes
",United Kingdom,Educational issues
ATCM38_ip032_e.docx,884,ip,2015,"Document withdrawn
",United Kingdom,Science issues
ATCM38_ip033_e.docx,885,ip,2015,The role of the United Kingdom in charting the waters of the Antarctic,United Kingdom,Operation of antarctic treaty system: Reports
ATCM38_ip034_e.docx,886,ip,2015,Results of RACER workshop focused on James Ross Island,"United Kingdom, Czechia",
ATCM38_ip035_e.docx,887,ip,2015,Special WG on Competent Authorities session - French issues and experiences of relevance to the paragraphs III to VII of the agenda,France,Tourism and NG activities
ATCM38_ip036_e.docx,888,ip,2015,Special WG on Competent Authorities session - Brief summary of the French competent authority domestic process,France,Tourism and NG activities
ATCM38_ip037_e.docx,889,ip,2015,French measures to increase the security of tourism and non-governmental activities in the Antarctic,France,Tourism and NG activities
ATCM38_ip038_e.docx,890,ip,2015,"Special WG on Competent Authorities Issues - Summary of South Africa’s Antarctic Authorisation Process 
",South Africa,Tourism and NG activities
ATCM38_ip039_e.docx,891,ip,2015,"Construction and Operation of Belarusian Antarctic Research Station at Mount Vechernyaya, Enderby Land. Final Comprehensive Environmental Evaluation
",Belarus,Comprehensive enviromental evaluation
ATCM38_ip040_e.docx,892,ip,2015,Report of the Depositary Government of the Antarctic Treaty and its Protocol in accordance with Recommendation XIII-2,United States,Operation of antarctic treaty system: Reports
